Diagnosed Diabetes; Total (Total); Adults Aged 20+ Years; Crude Number; U.S. Counties; 2019
Data downloaded on 12-April-2023
County,State,CountyFIPS,Number,Lower Limit, Upper Limit
Nome Census Area,Alaska,02180,543.6,359.7,758.5
Pawnee County,Kansas,20145,544.4,368.9,757.5
Weston County,Wyoming,56045,545.1,403.5,706.8
Lac Qui Parle County,Minnesota,27073,546.3,362.9,777.8
Forest County,Pennsylvania,42053,546.7,326.5,844.5
Pepin County,Wisconsin,55091,547.2,337.8,830.8
Sublette County,Wyoming,56035,548,371.1,761.4
Gallatin County,Kentucky,21077,548.9,352,820.5
Sitka City and Borough,Alaska,02220,550.2,367.1,782.8
Woods County,Oklahoma,40151,550.6,377.9,759.8
Dade County,Missouri,29057,551.4,346,837
Pondera County,Montana,30073,551.6,389.1,753.3
Bland County,Virginia,51021,552.8,354,834.7
Morgan County,Utah,49029,553.5,373.1,773.5
Dawson County,Montana,30021,554.2,385.8,770.6
Johnson County,Wyoming,56019,555.5,378.8,768.6
Butler County,Nebraska,31023,555.9,399,731.5
Hamilton County,Illinois,17065,556,344.9,859
Saguache County,Colorado,08109,558,342.5,804.5
Wabaunsee County,Kansas,20197,558.7,387.8,776.2
Russell County,Kansas,20167,558.8,373.8,794.5
Dimmit County,Texas,48127,559.9,345.5,838.5
Clark County,Missouri,29045,560,361.3,829.3
Howard County,Iowa,19089,560.5,355,787.3
Cuming County,Nebraska,31039,561.1,408,736
Conejos County,Colorado,08021,562,351.5,800.1
Jack County,Texas,48237,563,352,879.7
San Miguel County,Colorado,08113,565,341.4,845.2
Ontonagon County,Michigan,26131,566.6,355.2,841.8
Lemhi County,Idaho,16059,566.9,406.7,733.9
Murray County,Minnesota,27101,569.8,375.2,809.6
Dewey County,South Dakota,46041,570.5,474,676.7
Prince of Wales-Hyder Censu,Alaska,02198,571.1,384.8,799.2
Van Buren County,Iowa,19177,573.5,367.3,792.8
Major County,Oklahoma,40093,577.7,390.1,814.8
Harney County,Oregon,41025,579.3,359.2,850.4
Thurston County,Nebraska,31173,579.5,467.6,695.2
Mcculloch County,Texas,48307,579.8,357.1,855.7
Pleasants County,West Virginia,54073,580.2,367.7,874.7
Greenwood County,Kansas,20073,582.2,402.9,799.5
Doniphan County,Kansas,20043,582.3,379,812
Clay County,Tennessee,47027,582.3,367.5,848.3
Nemaha County,Kansas,20131,583.2,409.4,789.2
Talbot County,Georgia,13263,583.8,361.6,833.6
Houston County,Tennessee,47083,584.6,359.2,864.5
Worth County,Iowa,19195,585,384.7,866.6
Essex County,Vermont,50009,586.6,454.3,737.9
Bracken County,Kentucky,21023,588.6,401.9,822.4
Goliad County,Texas,48175,589.2,374.6,858.4
Monroe County,Iowa,19135,590,381,852.9
Quitman County,Mississippi,28119,590.3,374.6,866
Pipestone County,Minnesota,27117,590.7,363.5,851.6
Wallowa County,Oregon,41063,591,393,868
Kingman County,Kansas,20095,591.9,395.9,820.2
Beaverhead County,Montana,30001,591.9,386.3,832.6
Tillman County,Oklahoma,40141,592.3,378.8,841.2
Anderson County,Kansas,20003,595.7,422.8,811.6
Wheeler County,Georgia,13309,597.1,380.7,870
Wayne County,Nebraska,31179,598.3,466.8,743.5
Pembina County,North Dakota,38067,601.6,440.1,781.7
Franklin City,Virginia,51620,603.2,400,864.3
Clarke County,Iowa,19039,607.7,405.7,877.3
Randolph County,Georgia,13243,609.1,402.3,920
Rock County,Minnesota,27133,609.8,398.7,868.1
Somervell County,Texas,48425,610.1,367.4,904.4
Emmet County,Iowa,19063,612.1,396,889.8
Keith County,Nebraska,31101,612.6,432.5,817.2
Monroe County,Arkansas,05095,613,389.9,921.8
Greenlee County,Arizona,04011,615.3,413.6,858.6
Traill County,North Dakota,38097,617.3,443.9,816.9
Red River Parish,Louisiana,22081,618.2,384.9,921.5
Surry County,Virginia,51181,618.7,393.9,872.9
Chariton County,Missouri,29041,619.7,403,864.2
Gilmer County,West Virginia,54021,619.9,394.5,901.3
Calhoun County,West Virginia,54013,620,397.2,927.6
Madison County,Montana,30057,620.2,441.2,854.3
Archer County,Texas,48009,620.7,400.6,907.4
Hamilton County,Texas,48193,620.9,379.4,937.7
Clearwater County,Minnesota,27029,621.5,429.4,865.5
Rappahannock County,Virginia,51157,622.1,379.9,918.6
Teton County,Idaho,16081,623.3,390.2,883.5
King And Queen County,Virginia,51097,623.4,404.1,896
Zavala County,Texas,48507,623.9,384.5,924.4
Lafayette County,Arkansas,05073,624.6,393.6,908.6
Coleman County,Texas,48083,627.5,403.1,934.4
Pratt County,Kansas,20151,628.6,438.2,869.6
Stevens County,Minnesota,27149,628.6,419.7,900.6
Grant County,Oregon,41023,628.6,393.2,905.6
Daviess County,Missouri,29061,629.1,404.6,887.5
North Slope Borough,Alaska,02185,630.1,396.1,906.5
Montgomery County,Georgia,13209,631.1,392,942.7
Menifee County,Kentucky,21165,631.5,407.5,871.2
Tucker County,West Virginia,54093,634.9,418.9,912.2
Huerfano County,Colorado,08055,635.2,388.3,906.1
Kane County,Utah,49025,637.3,430.9,893
Howard County,Missouri,29089,639.1,386.5,934.1
Yuma County,Colorado,08125,639.5,422.2,893.5
Charles Mix County,South Dakota,46023,639.5,418.2,938.1
Graham County,North Carolina,37075,639.9,398.1,960
Adair County,Iowa,19001,640.6,431.4,905.3
Stephens County,Texas,48429,640.8,402.1,955.2
Phelps County,Nebraska,31137,641.1,451.2,858.2
Terrell County,Georgia,13273,643.6,406.1,910.7
Ward County,Texas,48475,644.3,402.5,918.4
Marion County,Georgia,13197,647.6,421.8,925.5
Platte County,Wyoming,56031,650.2,444.8,881.1
Dallas County,Arkansas,05039,651.8,417.4,924.3
Charles City County,Virginia,51036,653.6,427.7,958.3
Ballard County,Kentucky,21007,654.1,432.8,950.5
Juab County,Utah,49023,654.9,472.4,913.1
Perry County,Tennessee,47135,655.6,409.3,962.4
Fall River County,South Dakota,46047,656.3,449.3,929.1
Forest County,Wisconsin,55041,657.7,437.3,935.8
Valley County,Montana,30105,658.3,470.2,852.7
Seminole County,Georgia,13253,658.8,430.7,988.1
Grand County,Utah,49019,659,448.3,918.4
Brewster County,Texas,48043,659.1,422.2,1002.7
Humphreys County,Mississippi,28053,659.7,442.9,951.8
Maries County,Missouri,29125,661.6,408.6,975
Trousdale County,Tennessee,47169,661.8,414.5,991.7
Yellow Medicine County,Minnesota,27173,664.7,451.1,963
Evans County,Georgia,13109,664.9,413.3,1015.6
Mclean County,Kentucky,21149,666,419.8,964.8
Irwin County,Georgia,13155,666.8,432.7,1003.1
Crittenden County,Kentucky,21055,667.4,418.4,983
Turner County,South Dakota,46125,667.5,451.1,920.8
Cloud County,Kansas,20029,668.5,462.2,931.2
Caldwell County,Missouri,29025,668.5,417.5,955.5
Shannon County,Missouri,29203,669.9,421.2,959.5
Washakie County,Wyoming,56043,670.2,490.7,887.3
Baraga County,Michigan,26013,670.5,422.3,975.6
Benewah County,Idaho,16009,671.3,444.8,919.1
Ferry County,Washington,53019,672.7,477.1,932.5
Valley County,Idaho,16085,673.3,451.9,964.3
Benton County,Mississippi,28009,673.5,442.9,980
Emery County,Utah,49015,673.7,488.5,876.9
Sac County,Iowa,19161,673.8,447.2,987
Martin County,Indiana,18101,674.2,408.9,996.2
Tunica County,Mississippi,28143,675.2,432.8,990.2
Stillwater County,Montana,30095,675.7,454.6,960.2
Wolfe County,Kentucky,21237,677.1,469.8,935.4
Hancock County,Kentucky,21091,678.6,435.6,996.6
Davis County,Iowa,19051,679.2,454.5,953.6
Searcy County,Arkansas,05129,679.9,430.6,957.7
Boise County,Idaho,16015,680.4,446.4,954.2
Zapata County,Texas,48505,680.9,414.5,1068.7
Catahoula Parish,Louisiana,22025,682,429.4,1002
Jasper County,Illinois,17079,682.1,415.9,1012.8
Lafayette County,Florida,12067,683,513.7,890.1
Cleveland County,Arkansas,05025,683.2,451.6,1004.9
Kiowa County,Oklahoma,40075,683.4,473.8,974.8
Wilkinson County,Mississippi,28157,683.9,443.3,957.1
Franklin County,Idaho,16041,684.7,449.8,1005.1
Mckenzie County,North Dakota,38053,685.5,484,918
Taylor County,Georgia,13269,687.9,419.8,1017
Lake County,Oregon,41037,688.5,450.1,1005.6
Wayne County,Iowa,19185,688.8,475.6,922.6
Caldwell Parish,Louisiana,22021,690.6,451.2,1053.3
Turner County,Georgia,13287,690.7,432,986.7
Knox County,Nebraska,31107,691,549.9,855.2
Greene County,Iowa,19073,692,457.2,967.9
Colfax County,Nebraska,31037,692.4,508.8,903.7
Clear Creek County,Colorado,08019,693.6,437.9,1032
Lucas County,Iowa,19117,693.7,460.2,995.7
Terry County,Texas,48445,693.7,451.2,1014.5
Ralls County,Missouri,29173,694,459.5,1044.4
Dawson County,Texas,48115,695.7,426.8,1030.3
Runnels County,Texas,48399,695.9,442.5,1059.1
Duval County,Texas,48131,697.1,440.5,1047.8
Webster County,West Virginia,54101,698.8,462.5,1000.9
Wilkinson County,Georgia,13319,699.9,435.3,1031.4
Carroll County,Missouri,29033,700.3,467.8,971.3
Lyon County,Iowa,19119,702.5,454,1006.3
Nantucket County,Massachusetts,25019,703.4,438.4,1064.6
Schoolcraft County,Michigan,26153,704.2,408.5,1016.1
Lee County,Kentucky,21129,706.8,479.7,981.1
Warren County,Indiana,18171,706.9,457.6,1004.8
Love County,Oklahoma,40085,707.7,458.6,1018.7
Carroll County,Kentucky,21041,707.9,446.3,1053.8
Bacon County,Georgia,13005,708.9,454.1,1028.8
Mountrail County,North Dakota,38061,710.9,534.5,916.8
Mclean County,North Dakota,38055,711.4,543.6,894.1
Richardson County,Nebraska,31147,713.8,566.4,872.7
Modoc County,California,06049,714.9,449.3,1075.1
Monroe County,Kentucky,21171,715.1,469.2,1040.7
Winnebago County,Iowa,19189,716,461.9,1071.3
Roberts County,South Dakota,46109,717.7,469.6,1046.4
Cheyenne County,Nebraska,31033,720.6,513.2,928.4
Rice County,Kansas,20159,721.6,504.5,974.9
Jefferson County,Mississippi,28063,722,497.3,994.3
Jenkins County,Georgia,13165,722.7,483.4,1010.7
Camden County,North Carolina,37029,723,440.6,1046.9
Prairie County,Arkansas,05117,723.3,492,1018.8
Webster County,Mississippi,28155,725.5,473.5,1016.2
Nevada County,Arkansas,05099,728.3,477.2,1064.1
Newton County,Arkansas,05101,728.4,488.7,1069.2
Rosebud County,Montana,30087,728.7,522.5,936.4
Jackson County,Minnesota,27063,730.8,481.1,1011.9
Butte County,South Dakota,46019,731.1,485.3,1046.9
Calhoun County,Iowa,19025,731.8,499.1,1025.5
Montgomery County,Iowa,19137,732.8,505.2,1025
Richland County,Montana,30083,734.3,520.5,966.2
Franklin County,Mississippi,28037,735.3,486.7,1059.4
Livingston County,Kentucky,21139,735.7,465.3,1064.2
Pendleton County,West Virginia,54071,736.2,505.4,1054.8
Oscoda County,Michigan,26135,737.7,461,1077.5
Merrick County,Nebraska,31121,738.9,552.6,932.3
Franklin County,Texas,48159,739,461,1065
Clay County,West Virginia,54015,742.8,526.9,1020.6
Lamb County,Texas,48279,742.9,454,1103.2
Ozark County,Missouri,29153,745.6,473.6,1098
Claiborne County,Mississippi,28021,747,479.3,1090.9
Johnson County,Georgia,13167,747.4,494.7,1061
Lincoln County,Georgia,13181,749.9,459.2,1105
Clay County,South Dakota,46027,750.6,499.3,1080.3
Monroe County,Missouri,29137,752.8,497.3,1102.7
Hancock County,Georgia,13141,755.8,480.7,1114.5
St. Helena Parish,Louisiana,22091,756.7,484.5,1116.3
Clay County,Kansas,20027,756.8,531.5,1065.5
Washita County,Oklahoma,40149,761.2,507.5,1095.2
Walsh County,North Dakota,38099,761.7,547.3,1020.2
Morrow County,Oregon,41049,763.1,478.3,1107.3
Harrison County,Missouri,29081,764.9,516,1058.7
Cumberland County,Illinois,17035,765.1,479.4,1125.9
Liberty County,Florida,12077,766.3,604.5,969.2
Twiggs County,Georgia,13289,766.3,506.6,1138.7
Custer County,Nebraska,31041,766.7,582.8,964.9
Blaine County,Oklahoma,40011,767.8,505.5,1071.9
San Augustine County,Texas,48405,768,451.1,1159
Grundy County,Missouri,29079,768.4,517.6,1093.5
Rio Grande County,Colorado,08105,770.3,482.6,1130.1
Richmond County,Virginia,51159,771.3,526.1,1042.8
Quay County,New Mexico,35037,775.8,553.6,1029.9
Wabash County,Illinois,17185,778.6,475.1,1184.8
Holt County,Nebraska,31089,778.9,599.1,988.9
Palo Alto County,Iowa,19147,780.9,537.7,1100.3
Alger County,Michigan,26003,781.5,466.7,1190.4
Lyon County,Kentucky,21143,786.3,518.9,1125.8
Pocahontas County,West Virginia,54075,788.4,501.6,1137.5
Switzerland County,Indiana,18155,789.9,520,1157.6
Bullock County,Alabama,01011,790.3,486.2,1174
Humboldt County,Iowa,19091,791.3,521.5,1106.8
Scott County,Arkansas,05127,793.2,483,1149.2
Deer Lodge County,Montana,30023,794.7,556.2,1128.5
Lanier County,Georgia,13173,796.2,521.2,1148.9
Lewis County,Missouri,29111,798,520.6,1151.1
Cass County,Illinois,17017,799.3,494,1129.4
Todd County,South Dakota,46121,799.6,664.3,945.6
Choctaw County,Mississippi,28019,800.4,536.9,1126.4
Wilson County,Kansas,20205,801.3,551.7,1066.7
Wilcox County,Georgia,13315,802.2,537.2,1160.7
Marshall County,Minnesota,27089,804.6,545.1,1103.8
Metcalfe County,Kentucky,21169,804.9,516.2,1153
Linn County,Kansas,20107,805.7,569.8,1091.4
Prowers County,Colorado,08099,807.4,546.3,1134.3
Watonwan County,Minnesota,27165,807.5,547.1,1134.5
Jefferson County,Montana,30043,807.9,535.8,1173.7
Live Oak County,Texas,48297,808.2,519,1210.6
Nowata County,Oklahoma,40105,808.8,521.6,1135.6
Chicot County,Arkansas,05017,809.3,553.9,1145.1
Candler County,Georgia,13043,812.7,504.2,1216.3
Kodiak Island Borough,Alaska,02150,813.5,561.4,1125.9
White Pine County,Nevada,32033,814,545.8,1139.1
Jones County,North Carolina,37103,815.1,525.2,1203
Box Butte County,Nebraska,31013,815.4,591.6,1080.1
Hamilton County,Nebraska,31081,815.5,619,1031.6
Reeves County,Texas,48389,815.5,518.2,1247.7
Swift County,Minnesota,27151,819.9,572.6,1104.2
Johnston County,Oklahoma,40069,820.6,516,1181.5
Brown County,Kansas,20013,821.8,589.1,1120.3
Tyler County,West Virginia,54095,822.5,515.9,1162.4
Coffey County,Kansas,20031,824.7,552.9,1115.4
St. Clair County,Missouri,29185,825.6,548.8,1202.7
Mathews County,Virginia,51115,826.7,540.6,1170
Montgomery County,Missouri,29139,828.6,510.6,1219.4
Guthrie County,Iowa,19077,832.2,520.9,1162.6
Monona County,Iowa,19133,834.3,557.4,1169.4
Barton County,Missouri,29011,838.5,506.8,1236.2
Keokuk County,Iowa,19107,839.4,580.6,1195.9
Marion County,Texas,48315,839.8,522,1267.3
Lake County,Minnesota,27075,840.4,556,1171.6
Cumberland County,Virginia,51049,842.4,552.2,1202.5
Montgomery County,Arkansas,05097,844.1,557.9,1189.4
Pennington County,Minnesota,27113,844.6,587.6,1136.4
Ford County,Illinois,17053,845.6,515.4,1254.7
West Carroll Parish,Louisiana,22123,846.3,526.7,1256.1
Crawford County,Indiana,18025,846.5,544,1299.7
Menard County,Illinois,17129,847.1,502.9,1247.2
Madison Parish,Louisiana,22065,848,541,1228.5
Hancock County,Iowa,19081,848.8,560.1,1213.4
Bradley County,Arkansas,05011,851.9,563.6,1265.2
Marshall County,Kansas,20117,852,623.9,1105.3
Heard County,Georgia,13149,857.3,518.4,1245.3
Karnes County,Texas,48255,858.3,530.8,1307.9
Louisa County,Iowa,19115,858.7,590.6,1148.3
Bleckley County,Georgia,13023,859.3,556.9,1240.1
Doddridge County,West Virginia,54017,859.9,565.4,1196.8
Teton County,Wyoming,56039,861,579.4,1191.9
Madison County,Missouri,29123,864.2,525.6,1315.8
Owen County,Kentucky,21187,867.7,561,1229.2
Carbon County,Montana,30009,868.4,582.5,1179.2
Marshall County,Illinois,17123,870.1,534,1299.8
Falls Church City,Virginia,51610,871.7,537.7,1282.2
Red Willow County,Nebraska,31145,874.7,671.4,1104.6
Fergus County,Montana,30027,874.8,636.4,1150.2
Boundary County,Idaho,16021,877.1,598.7,1254.7
Andrews County,Texas,48003,878.2,554.2,1260.1
Madison County,Texas,48313,878.5,548,1276.8
Early County,Georgia,13099,878.6,580.3,1219.7
Mitchell County,Iowa,19131,878.8,603.8,1194.6
Alamosa County,Colorado,08003,880.1,580.1,1257.2
Hickory County,Missouri,29085,880.1,541.3,1271.4
Lincoln County,Washington,53043,880.3,668.8,1119.2
Pecos County,Texas,48371,880.8,553.9,1299.1
Pike County,Arkansas,05109,882.8,584,1256.7
Camp County,Texas,48063,882.8,556.7,1252.7
Chickasaw County,Iowa,19037,884.9,625.4,1196
Lewis County,Tennessee,47101,885.1,554.3,1321.9
Clay County,Texas,48077,885.2,583.2,1255
Oregon County,Missouri,29149,887,567.2,1303.6
Ritchie County,West Virginia,54085,887.4,602.5,1206.3
Atoka County,Oklahoma,40005,888.9,521.3,1294.9
Washington County,Idaho,16087,889,642.8,1176.2
Haskell County,Oklahoma,40061,889.7,560.8,1287
Clinton County,Kentucky,21053,890.8,582.5,1271.4
Franklin County,Iowa,19069,892.4,607.4,1219.5
Alleghany County,North Carolina,37005,892.9,555.9,1342.3
Green County,Kentucky,21087,893.4,582.7,1227.8
Powell County,Kentucky,21197,893.4,558.9,1297.2
Latimer County,Oklahoma,40077,900,578.8,1323.9
Greene County,Alabama,01063,901,608.4,1236.7
Cottonwood County,Minnesota,27033,907.3,582.1,1304
Clearwater County,Idaho,16035,907.6,645.9,1189.1
Clay County,North Carolina,37043,908.4,594.8,1320.3
Faribault County,Minnesota,27043,908.8,623,1226.6
Webster County,Kentucky,21233,909.2,609.9,1297.6
Wilkes County,Georgia,13317,912.9,585,1333.9
Johnson County,Illinois,17087,915.4,559.9,1358.8
Noxubee County,Mississippi,28103,915.9,646.5,1252.9
Morris County,Texas,48343,916.5,562.4,1418.2
Perry County,Arkansas,05105,919,618.8,1280.1
Ramsey County,North Dakota,38071,923.4,721,1131.6
Deaf Smith County,Texas,48117,924.4,555.1,1412.4
Perry County,Alabama,01105,924.5,630.8,1273.9
Bethel Census Area,Alaska,02050,928.3,622.8,1322
Iron County,Missouri,29093,928.6,638.7,1334.3
Carbon County,Wyoming,56007,929.1,694.2,1204.3
Noble County,Oklahoma,40103,929.7,600.8,1332.8
Mono County,California,06051,930.6,577.4,1415.2
Williamsburg City,Virginia,51830,931.1,591.4,1434.4
Nolan County,Texas,48353,931.2,564.4,1448
Stewart County,Tennessee,47161,933.2,576.3,1422.2
Pushmataha County,Oklahoma,40127,933.8,598.7,1356
Greene County,Illinois,17061,938.8,583.4,1421.9
Pope County,Minnesota,27121,940.6,640.2,1270.6
Scurry County,Texas,48415,941.1,556.3,1453.9
Owyhee County,Idaho,16073,941.4,584.2,1297.5
Todd County,Kentucky,21219,941.7,656,1329.2
Desha County,Arkansas,05041,942.9,600.2,1322.9
Martinsville City,Virginia,51690,944.8,588,1423.1
Gaines County,Texas,48165,947.2,578.2,1432.2
Washington County,Illinois,17189,950.4,568.8,1378.2
Cherokee County,Iowa,19035,950.4,645.2,1319.6
Winn Parish,Louisiana,22127,951.4,647.4,1404.1
Charlton County,Georgia,13049,952.3,603.9,1424.2
Bollinger County,Missouri,29017,953,588.3,1371.5
Amelia County,Virginia,51007,953.3,613.6,1352.1
Montgomery County,Mississippi,28097,953.7,655.2,1304.2
Moultrie County,Illinois,17139,953.8,565.2,1441.1
Blackford County,Indiana,18009,955.1,616.7,1375.6
Rains County,Texas,48379,955.5,597.4,1491.2
Poquoson City,Virginia,51735,956,599.2,1415.2
Howard County,Arkansas,05061,956.3,614.6,1379.1
Lincoln County,Arkansas,05079,958.3,631,1376.2
Bath County,Kentucky,21011,959,637.1,1331.6
Goshen County,Wyoming,56015,961.1,723,1233.5
Dekalb County,Missouri,29063,964.1,641.1,1346.2
Clay County,Illinois,17025,964.7,592,1425.9
Mason County,Illinois,17125,965,586,1431.6
Marion County,Kansas,20115,965.5,692.3,1288.3
Pulaski County,Indiana,18131,966.3,627,1454.9
Leslie County,Kentucky,21131,969.9,676.4,1368.1
Moffat County,Colorado,08081,970.1,635,1409.6
Blanco County,Texas,48031,971,601,1427.4
Grundy County,Iowa,19075,971.5,695.5,1284.2
Lake County,South Dakota,46079,973.8,634.3,1395.3
Jackson County,Tennessee,47087,974.4,629.2,1456.4
Osage County,Missouri,29151,977.3,611.3,1494.8
Greene County,Mississippi,28041,979.5,598,1444.9
Edmonson County,Kentucky,21061,980.2,637.4,1441.7
Big Horn County,Wyoming,56003,980.9,731.8,1271.7
Sussex County,Virginia,51183,981.5,641.6,1378
Cedar County,Missouri,29039,981.6,592.6,1494.7
Larue County,Kentucky,21123,982.2,627.2,1389.4
Jeff Davis County,Georgia,13161,984.3,629.6,1425.7
Martin County,Kentucky,21159,984.5,674.2,1379.9
Millard County,Utah,49027,985.7,702.5,1286.3
Frio County,Texas,48163,986.8,583.5,1467.6
Barnes County,North Dakota,38003,987,732.6,1312.1
Gunnison County,Colorado,08051,988.3,638.1,1407.1
Shelby County,Iowa,19165,991.2,713.3,1360
Wilbarger County,Texas,48487,993.1,622.4,1484.8
Trinity County,California,06105,993.7,579.1,1564.2
Charlotte County,Virginia,51037,994.8,629.1,1413
Lee County,Arkansas,05077,995,689.8,1347
Clay County,Iowa,19041,995,647,1421.8
Gates County,North Carolina,37073,996.2,668.4,1442.1
Comanche County,Texas,48093,996.3,609.3,1505.5
Kemper County,Mississippi,28069,996.6,668.2,1419.8
Jackson County,Texas,48239,998.4,640.2,1463.7
Hamilton County,Iowa,19079,999,650.8,1421.2
Fremont County,Idaho,16043,999.1,693.3,1370.4
Crockett County,Tennessee,47033,1000.1,616.7,1466.2
Stone County,Arkansas,05137,1002.5,673.7,1387.5
Essex County,Virginia,51057,1004.3,629.2,1413.8
Butler County,Kentucky,21031,1005.5,631.2,1459.6
Massac County,Illinois,17127,1007.4,620.1,1523.9
Skamania County,Washington,53059,1008.2,756.4,1346.4
Lowndes County,Alabama,01085,1008.3,656.8,1420.7
Wadena County,Minnesota,27159,1008.9,675.9,1372.2
Crawford County,Iowa,19047,1009.1,680.5,1393.1
Okfuskee County,Oklahoma,40107,1009.5,671,1446.1
San Juan County,Washington,53055,1009.7,692.8,1357.8
Ketchikan Gateway Borough,Alaska,02130,1011,737.6,1337.1
Swain County,North Carolina,37173,1011.9,637.8,1483.1
Lasalle Parish,Louisiana,22059,1013.7,636.1,1432.5
Radford City,Virginia,51750,1014.1,649.7,1504.9
Alcona County,Michigan,26001,1014.7,669.4,1532.2
Chippewa County,Minnesota,27023,1015.3,711.6,1373.2
Roosevelt County,Montana,30085,1015.3,812.6,1215.5
Allamakee County,Iowa,19005,1016.8,689.1,1393.7
Moniteau County,Missouri,29135,1017.2,629.8,1499.5
Atchison County,Kansas,20005,1018.4,711.4,1381.9
Mills County,Iowa,19129,1018.8,703.8,1405.6
Crawford County,Georgia,13079,1019.9,685.5,1475.9
Archuleta County,Colorado,08007,1020,639.7,1497.7
Union County,South Dakota,46127,1020.7,691,1392.4
Cannon County,Tennessee,47015,1020.9,631,1518.7
White County,Illinois,17193,1022.4,639.3,1544.9
Park County,Montana,30067,1022.7,701.8,1384
Pulaski County,Georgia,13235,1023.6,677.6,1424.6
Montmorency County,Michigan,26119,1024.3,666.8,1515.1
Murray County,Oklahoma,40099,1024.9,658.7,1440.9
Little River County,Arkansas,05081,1026.3,688,1429.5
York County,Nebraska,31185,1028.4,796.3,1318.6
Coosa County,Alabama,01037,1028.5,666,1501.1
Pendleton County,Kentucky,21191,1028.5,677.4,1502.9
Monroe County,Ohio,39111,1029.3,700.8,1437
Henry County,Kentucky,21103,1029.7,594.3,1604.2
Allendale County,South Carolina,45005,1030.9,726.1,1430.7
Ashland County,Wisconsin,55003,1032.4,700.2,1486.4
Custer County,Montana,30017,1033.9,715.6,1380.4
Moore County,Texas,48341,1034,652.6,1495.8
Linn County,Missouri,29115,1036.1,694.5,1469.2
Custer County,South Dakota,46033,1036.6,717.8,1436.6
Morgan County,Kentucky,21175,1038.6,689.4,1432.6
Sanders County,Montana,30089,1040.5,708.4,1407
Estill County,Kentucky,21065,1045.3,670.2,1508.5
Washington County,Kentucky,21229,1047.6,663.7,1495.4
Pike County,Indiana,18125,1047.7,675.4,1497
Bienville Parish,Louisiana,22013,1050.1,701.6,1594.4
Meigs County,Tennessee,47121,1052.6,677.5,1584
Franklin County,Florida,12037,1053,814.3,1366.5
Douglas County,Missouri,29067,1053.5,692.2,1530.7
Humboldt County,Nevada,32013,1054.2,711.9,1501.1
Obrien County,Iowa,19141,1055.2,692.2,1505.3
Lawrence County,Illinois,17101,1058,651.8,1561
Iron County,Michigan,26071,1059.2,640.4,1541.1
Richland County,Illinois,17159,1060.7,674.2,1636.3
Mississippi County,Missouri,29133,1061.1,713.4,1460.3
Colfax County,New Mexico,35007,1062.1,736.1,1437.8
Renville County,Minnesota,27129,1064.4,742.8,1436.1
Clarke County,Virginia,51043,1066.9,670.7,1535.5
Madison County,Virginia,51113,1067.5,691.2,1502.5
Cleburne County,Alabama,01029,1069.8,678.2,1550.4
Decatur County,Tennessee,47039,1070.3,675.2,1518.6
Jefferson Davis County,Mississippi,28065,1070.5,734,1467
Grand County,Colorado,08049,1074.2,715.5,1537.6
Madison County,Iowa,19121,1075.5,738.6,1484.1
Callahan County,Texas,48059,1075.6,684.5,1604.4
Washington County,North Carolina,37187,1078.6,680.4,1578.2
Hill County,Montana,30041,1078.8,845.7,1332.4
Greensville County,Virginia,51081,1080.1,750.3,1541.5
Sumter County,Alabama,01119,1080.3,728,1481.9
Union County,Kentucky,21225,1080.4,732,1531.3
De Witt County,Illinois,17039,1080.6,655.9,1649.7
Northumberland County,Virginia,51133,1083.6,711.5,1611.6
Wilcox County,Alabama,01131,1085.6,740.9,1495.5
Vermillion County,Indiana,18165,1085.7,675.6,1616.1
Appanoose County,Iowa,19007,1088.1,713.6,1525.5
Magoffin County,Kentucky,21153,1089.5,748.6,1496.7
Pike County,Illinois,17149,1090.9,702.8,1644.3
Newton County,Texas,48351,1091.4,688.7,1518.4
Mackinac County,Michigan,26097,1092.1,687.4,1605.7
Andrew County,Missouri,29003,1092.3,713.2,1552.4
Cooper County,Missouri,29053,1093.1,728.6,1612.7
Chester County,Tennessee,47023,1093.4,701.7,1576.5
Lake County,Michigan,26085,1094.7,691.7,1560.6
Clark County,Illinois,17023,1096.7,715.6,1664.6
Saline County,Nebraska,31151,1099,818.2,1390.1
Torrance County,New Mexico,35057,1099.8,698,1639.2
Carroll County,Mississippi,28015,1099.9,756,1516.4
Carroll County,Illinois,17015,1102.1,643.9,1631.9
Converse County,Wyoming,56009,1102.6,801.8,1495.6
Jackson County,Kansas,20085,1105.9,799.3,1444.2
Mercer County,Illinois,17131,1106.7,705.4,1623.2
Newton County,Indiana,18111,1107.6,715.4,1626.3
Butler County,Iowa,19023,1108.3,772.5,1533.7
Koochiching County,Minnesota,27071,1108.8,771.9,1501.8
Bond County,Illinois,17005,1112.8,689,1655.1
Roosevelt County,New Mexico,35041,1114.5,753.7,1584.6
Allen County,Kansas,20001,1114.6,812.7,1506.3
Willacy County,Texas,48489,1116.4,691.6,1686
Ripley County,Missouri,29181,1116.5,720.4,1609
Jackson County,Kentucky,21109,1116.7,722.2,1539.2
Richland County,North Dakota,38077,1116.7,857.5,1416.6
Roseau County,Minnesota,27135,1116.8,786.4,1546.1
Shoshone County,Idaho,16079,1118.6,800.7,1473
Duchesne County,Utah,49013,1121.1,883.6,1383.3
Sequatchie County,Tennessee,47153,1122.6,737.2,1636.7
Oglethorpe County,Georgia,13221,1124.1,726,1619.1
